PADDOCK_ID,YEAR,R2,RMSE,MAE,SMAPE,Time Usage,Memory Usage,minSEA,W_GV,ST1,ST2,NI,WHC,WR,maxSEA,alpha_PAR,T0,T1,T2,beta_T,b_IN,SLA,LLS,rho_GV,percentLAM,W_GR,a_IN,max_fIN,rho_GR,W_DV,K_DV,KI_DV,rho_DV,W_DR,K_DR,KI_DR,rho_DR,init_AGE_GV,init_AGE_GR,init_AGE_DV,init_AGE_DR,RUEmax,gammaGV,gammaGR,maxOMDgv,minOMDgv,maxOMDgr,minOMDgr,meanOMDdv,meanOMDdr,cellSurface
00F910EF8809D525CF65738FF091ED756300A4B41E877028F896D1D361EE08F0,2024,0.77283663,482.8195068,347.9978952,38.0890256,1248.14 s,146.22 MB,1,831,705.5,1224,0.44,356,347,1,0.053,3,12.3,18.2,0,0,0.033,839,0,0.78,0,0,0,0,0,0.001,0.0039,0,0,0,0,0,0,0,0,0,2.85,0.55,0,0,0,0,0,0,0,0
06488419955FA8E9D2579F44A9C454F5C9597BD41AD80E2608CF6AD10981375D,2024,0.533601586,728.6464751,521.9688097,55.32889263,1244.3 s,147.81 MB,0.92,113.333333,652.2,1604.1,0.58,366,355,1.08,0.055,3.1,10.6,23.6,0,0,0.033,567,0,0.77,0,0,0,0,0,0.001,0.0027,0,0,0,0,0,0,0,0,0,2.24,0.47,0,0,0,0,0,0,0,0
07C0F2806C0418E89215BD24726EC8944CF8C10FB5665D3802F313748D16CF43,2024,0.783290247,455.6900435,336.2135636,37.5876281,1236.85 s,148.34 MB,0.97,417.666667,939.5,1453.4,1.06,233,229,1.03,0.055,2,10.3,27.4,0,0,0.033,815,0,0.75,0,0,0,0,0,0.001,0.0033,0,0,0,0,0,0,0,0,0,1.04,0.57,0,0,0,0,0,0,0,0
0B233FAFC621B246A3F1577A10FC65DAB5AA100F0F5E71CC2057ED484BDFCC61,2024,0.658334374,734.203431,549.5672792,51.69423602,1255.86 s,149.23 MB,0.96,302,993,1785.8,0.68,466,450,1.04,0.047,5,8,19.3,0,0,0.033,672,0,0.69,0,0,0,0,0,0.0018,0.0005,0,0,0,0,0,0,0,0,0,1.93,0.56,0,0,0,0,0,0,0,0
0BC0324AA3E12503C1B7086EC3AF7C01FD786AE42B43697741B96656573FF07C,2024,0.737737658,554.0168011,406.3408162,46.88998066,1187.31 s,104.16 MB,0.55,486,993.1,1786.2,0.8,206,201,1.45,0.052,2.5,14.3,27.5,0,0,0.032,1894,0,0.76,0,0,0,0,0,0.0011,0.0007,0,0,0,0,0,0,0,0,0,1.6,0.47,0,0,0,0,0,0,0,0
0C90C454A53DCBA5C8C081995BCEAF59C5E9FBD92A762A19DB0F1A3206F9743A,2024,0.721613066,603.0798754,473.1623466,49.73188318,1245.7 s,110.81 MB,1,889.666667,836.1,1366,0.58,372,252,1,0.054,4.6,10.6,26.5,0,0,0.033,1964,0,0.74,0,0,0,0,0,0.0014,0.0031,0,0,0,0,0,0,0,0,0,1.89,0.56,0,0,0,0,0,0,0,0
0D023EA028C051CDB0234B67C2CF4AC06E1571560D8D4FA5BFA3F28F74CEC961,2024,0.647521089,588.5219077,470.7030683,36.06838268,1235.77 s,106.12 MB,0.57,619.333333,974.3,1827.1,1.09,348,129,1.43,0.054,3.6,8.4,26.6,0,0,0.033,823,0,0.7,0,0,0,0,0,0.001,0.0032,0,0,0,0,0,0,0,0,0,1.48,0.47,0,0,0,0,0,0,0,0
1A06042517EC6061D5B0825F9B539DA584729DC94209A04982875840895C721B,2024,0.752964302,583.8980036,463.5945281,50.97019228,1254.02 s,110.77 MB,0.99,354.333333,940.7,1761.9,1.09,221,203,1.01,0.055,2,14.7,22.7,0,0,0.033,1954,0,0.76,0,0,0,0,0,0.0029,0.0039,0,0,0,0,0,0,0,0,0,2,0.58,0,0,0,0,0,0,0,0
1C1FB6ADBFD5B209BAFC966EEBBC3CC967CEEF0085FA61E39F1B34776BD34F4D,2024,0.71848653,506.9608031,401.4130348,27.65272856,1248.88 s,107.27 MB,0.82,236,754.6,1849.9,0.87,220,14,1.18,0.055,2.4,12.7,21.4,0,0,0.033,1249,0,0.7,0,0,0,0,0,0.001,0.0034,0,0,0,0,0,0,0,0,0,1.29,0.46,0,0,0,0,0,0,0,0
1E5C7D852FCB70FBDD6F2B63B02E3EF645BE95854713924B02D252C461ED176C,2024,0.707015878,452.8047259,365.6693961,26.50350265,1237.99 s,109.52 MB,0.95,368.666667,931.2,1669.1,0.6,235,62,1.05,0.053,2.1,15,26.2,0,0,0.033,2046,0,0.77,0,0,0,0,0,0.0023,0.0035,0,0,0,0,0,0,0,0,0,2.43,0.5,0,0,0,0,0,0,0,0
